,fips,county,zhvi_weighted,population_growth,population,All industry total_growth,unemployment_rate,unemployment_rate_growth,predicted_3yr_appreciation
499,15007,"Kauai, HI",596413.6646197449,1.0105679578399989,72293,1.169516403943982,2.4,0.7741935483870968,1.2607713
1695,47007,"Bledsoe, TN",147624.14238928177,1.0221196905957388,15064,1.0972194438887777,5.4,0.7714285714285715,1.2606028
1790,48019,"Bandera, TX",321039.0,1.0650200451592091,23112,1.1324133037798028,3.3,0.8048780487804879,1.260524
431,13189,"McDuffie, GA",138338.78062931847,0.9932885906040269,21312,1.1382868256145129,5.3,0.7162162162162161,1.2601161
1377,37169,"Stokes, NC",135335.6584248373,0.9928353658536584,45591,0.977494884063796,3.5,0.7291666666666667,1.2598853
718,20197,"Wabaunsee, KS",171504.795736219,1.0068274259151655,6931,1.2950057702256357,3.2,0.8888888888888891,1.2598784
443,13215,"Muscogee, GA",135643.96336155626,0.9977066441068398,195769,1.1556705403192065,4.7,0.6811594202898551,1.2595897
1196,33001,"Belknap, NH",263968.16957011423,1.0091527153604294,61303,1.1183258034705823,2.6,0.9285714285714288,1.2595477
471,13271,"Telfair, GA",62768.04804804805,0.9936098233304096,15860,1.0054761097191374,9.4,1.1058823529411763,1.2595426
467,13263,"Talbot, GA",113320.23506637168,0.973138548539114,6195,1.1655256385018629,4.5,0.6617647058823529,1.2592854
18,1043,"Cullman, AL",132065.58919628852,1.0159854457246815,83768,1.0611713794080422,2.6,0.52,1.2590878
1244,36019,"Clinton, NY",142891.7309524337,0.9998136645962732,80485,1.0893833400640065,4.2,0.7636363636363637,1.259053
829,21227,"Warren, KY",171742.77644820698,1.051234387236096,132896,1.1013142822640911,3.8,0.9743589743589745,1.2590322
1169,31109,"Lancaster, NE",196686.97594663285,1.028307541587981,319090,1.1554863738152732,2.7,0.9642857142857144,1.2588573
497,15001,"Hawaii, HI",366363.1383949078,1.0161207366021905,201513,1.1918221481781257,3.1,0.8857142857142858,1.2587208
1152,31037,"Colfax, NE",165647.71116050167,0.9997199402539207,10709,1.0436324759640645,2.6,0.9285714285714288,1.2585963
1474,39163,"Vinton, OH",100968.93884617483,1.0048379665182,13085,1.178232487976704,5.7,0.8028169014084507,1.2584822
1700,47017,"Carroll, TN",122592.47032897359,0.995197304756102,27767,1.1009824154887111,4.8,0.7164179104477612,1.2584355
1153,31039,"Cuming, NE",128644.69642508302,0.9876074578541922,8846,0.8903252651771609,2.5,0.8620689655172414,1.2583476
1369,37153,"Richmond, NC",83090.90405647553,0.9959344174886696,44829,1.0659742826363223,5.1,0.7391304347826086,1.2582526
281,12021,"Collier, FL",357958.3377487888,1.0532419379113136,384902,1.173497998566286,3.3,0.702127659574468,1.2581041
992,26135,"Oscoda, MI",98063.3160641794,0.9978205593897568,8241,1.2450738456782555,6.9,0.9324324324324323,1.2579478
1171,31119,"Madison, NE",150646.98084505546,1.0034306298064553,35099,1.1298804619709952,2.7,1.0,1.257773
1402,39019,"Carroll, OH",113499.12937485994,0.9744035335433184,26914,0.9648078680771224,5.0,0.7246376811594203,1.25773
1526,40097,"Mayes, OK",124120.03649306776,1.0015840136468868,41100,1.1496527066363211,2.9,0.5918367346938775,1.2575233
620,18113,"Noble, IN",161642.87427114352,1.0072998860711422,47744,1.0324383256456449,3.0,0.75,1.2575146
2063,55105,"Rock, WI",218434.07487050164,1.0126084800396726,163354,1.1580246334338198,3.7,0.8604651162790699,1.2573965
1462,39139,"Richland, OH",108747.23051806704,0.9992741789148974,121154,1.0938823547647438,4.6,0.8214285714285714,1.2572137
266,9015,"Windham, CT",192578.5293480529,1.0058569189161255,116782,1.0798108399698765,3.9,0.7358490566037736,1.2570672
108,5063,"Independence, AR",84010.63670203729,1.0190748174690842,37825,1.0695470306504258,4.0,0.8,1.2565207
1281,36093,"Schenectady, NY",184442.493027398,1.0053341964719211,155299,1.1061778718233235,3.7,0.8409090909090908,1.2564361
1825,48219,"Hockley, TX",154462.74244211768,0.999045263203576,23021,1.30531124372993,2.9,0.6170212765957447,1.2562693
2068,55123,"Vernon, WI",195339.4879259761,1.0088043727293556,30822,1.122667400092206,3.2,0.8888888888888891,1.2562001
884,23017,"Oxford, ME",170074.30362865506,1.0113917867485434,57975,1.166561072009089,3.2,0.6956521739130436,1.2560787
1783,47183,"Weakley, TN",101951.38088398436,0.9916096399880988,33328,1.231759593807542,4.0,0.6779661016949152,1.2560722
362,13051,"Chatham, GA",191382.9758555333,1.002823831055212,289430,1.140257731260344,3.4,0.6415094339622641,1.2560279
1170,31117,"McPherson, NE",125009.0,0.9821073558648112,494,0.7475610117723809,2.5,1.0416666666666667,1.2558041
1202,33013,"Merrimack, NH",260243.3099591515,1.0156175576769553,151391,1.113878186214709,2.3,0.8846153846153845,1.2556002
1591,42025,"Carbon, PA",97339.5374781945,1.0107560748988174,64182,1.1313991454728969,5.5,0.9322033898305084,1.2554629
252,8109,"Saguache, CO",239647.5023701675,1.0642545227698066,6824,1.4336639443119674,3.9,0.8297872340425532,1.2551651
1429,39073,"Hocking, OH",140334.51193128465,0.9954566266333252,28264,1.1304764450122875,4.7,0.8392857142857144,1.2550697
1186,31177,"Washington, NE",179180.07069507512,1.0255281254638104,20729,0.8904765885375968,2.9,0.90625,1.2550273
1482,40003,"Alfalfa, OK",95567.21843003412,0.960579514824798,5702,0.9990958950366816,1.9,0.5937499999999999,1.2549915
4,1009,"Blount, AL",166803.48572972513,1.005774515601628,57826,1.1136725422870073,2.7,0.5,1.2549148
305,12071,"Lee, FL",256035.1940566263,1.06632265456674,770577,1.1654570390463999,3.3,0.702127659574468,1.2548417
1132,29183,"St. Charles, MO",235408.95889325664,1.029397681677468,402022,1.0602712567442956,2.5,0.7142857142857143,1.2546778
478,13285,"Troup, GA",135787.56489708446,0.999756931039906,69922,1.0842989290506349,3.2,0.6153846153846154,1.254612
131,5111,"Poinsett, AR",62191.62385986732,0.9813965128889631,23528,1.2052385230852276,3.4,0.7906976744186046,1.2545128
712,20121,"Miami, KS",211599.94997323267,1.0399113082039908,34237,1.1975633999538715,3.3,0.8048780487804879,1.254473
632,18157,"Tippecanoe, IN",167365.49035849705,1.0285876442519917,195732,1.149091575743902,2.9,0.725,1.2544413
453,13235,"Pulaski, GA",92152.14858320453,0.9866229624379872,11137,1.0894807904750214,4.0,0.6779661016949152,1.2542455
1256,36043,"Herkimer, NY",123353.86121396023,0.98210968031264,61319,1.1562267657992564,4.7,0.8392857142857144,1.2541349
1823,48209,"Hays, TX",321055.98059921537,1.1253752212216324,230191,1.1947223097505355,2.8,0.8484848484848485,1.2540462
1263,36057,"Montgomery, NY",128193.65199298905,1.0010575769285526,49221,1.142189847921307,4.9,0.8448275862068967,1.2538197
1085,29015,"Benton, MO",76360.42043111527,1.0268828562374563,19443,1.1823637127523798,4.8,0.7868852459016393,1.2537915
1793,48031,"Blanco, TX",466688.4924509311,1.0557472790018585,11931,1.1986779502980942,2.4,0.7741935483870968,1.253233
269,10005,"Sussex, DE",275963.2149499649,1.0679551889695924,234225,1.1394915259240639,3.7,0.8222222222222223,1.2530483
1818,48187,"Guadalupe, TX",234007.850127781,1.0799717784739662,166847,1.0371302389048191,3.0,0.8333333333333333,1.2530375
2034,55001,"Adams, WI",170912.0,1.0119107196476829,20220,1.1265382181281205,5.0,0.8474576271186439,1.253006
1412,39039,"Defiance, OH",117426.42079262002,0.9986103828002098,38087,1.040762802825529,4.3,0.86,1.2529173
150,5149,"Yell, AR",64394.33986224709,0.9925123244349364,21341,1.004423364075538,4.0,0.8888888888888888,1.252839
1016,27019,"Carver, MN",350703.2104283334,1.0469743160579432,105089,1.131224154604965,2.7,0.8181818181818182,1.2526871
1734,47085,"Humphreys, TN",119201.21652313086,1.0108252189522928,18582,0.950963914292546,3.8,0.6333333333333333,1.252672
921,25011,"Franklin, MA",243648.83974480836,0.9937413270652204,70180,1.137987271637492,2.8,0.7777777777777777,1.2525753
1133,29186,"Ste. Genevieve, MO",148164.49574552508,1.0010629370629371,17894,1.1411080977689123,2.7,0.5869565217391305,1.2523872
810,21187,"Owen, KY",126476.20106167055,1.021841019872516,10901,0.9396389620157954,4.4,1.0476190476190477,1.2522742
1350,37113,"Macon, NC",192209.33537765552,1.0465822193683965,35858,1.1934249206857408,3.8,0.7037037037037036,1.2522207
929,25027,"Worcester, MA",307973.39938903745,1.0125585137507314,830622,1.115594263170373,3.3,0.7674418604651163,1.252192
537,17093,"Kendall, IL",222476.71666802766,1.0357730758421326,128990,1.12036990926248,3.5,0.673076923076923,1.2521853
2036,55009,"Brown, WI",187929.25956027265,1.01937467728138,264542,1.0856766678118253,3.1,0.8857142857142858,1.2521231
1915,51099,"King George, VA",290996.0756259797,1.0342621497668325,26836,1.1203903713115908,2.6,0.6190476190476191,1.2519118
1446,39107,"Mercer, OH",166071.37424023155,1.0112243644848335,41172,1.1123491504233676,2.6,0.787878787878788,1.2518387
1703,47023,"Chester, TN",112430.34829773539,1.009748978400467,17297,1.1316782467035185,3.4,0.6799999999999999,1.2515249
1387,37189,"Watauga, NC",180824.12632523855,1.0376246767639454,56177,1.1726674461102464,3.4,0.7555555555555555,1.2514279
610,18093,"Lawrence, IN",116292.09811974409,0.995436394751854,45370,1.1335681661666577,3.5,0.625,1.2513746
583,18017,"Cass, IN",77749.67550917777,0.9943015433320144,37689,1.0675416258854908,3.4,0.7391304347826088,1.2512822
270,11001,"District of Columbia, DC",658305.2275922968,1.0290661475762417,705749,1.1074496663157962,5.4,0.8709677419354839,1.2510633
277,12013,"Calhoun, FL",111776.52775510203,0.9842986741102582,14105,1.0821334266999283,4.1,0.7068965517241379,1.2509209
804,21175,"Morgan, KY",65832.0,1.0036953242835596,13309,1.1369518841352644,5.2,0.6582278481012658,1.2507653
1888,51011,"Appomattox, VA",84626.82121757,1.024665121071613,15911,1.1141268403496665,3.3,0.7173913043478259,1.2507105
1225,34039,"Union, NJ",398425.4149247372,1.0064401634643738,556341,1.0815344545776349,3.5,0.6862745098039216,1.250701
581,18013,"Brown, IN",193422.97430905676,1.0064017071218991,15092,1.1385584351333866,3.0,0.75,1.2506372
51,1113,"Russell, AL",139337.79477683827,0.9961502105353612,57961,1.103963356278737,3.0,0.5357142857142857,1.250612
816,21201,"Robertson, KY",115777.0293882447,0.992,2108,1.137024302570915,5.2,0.8524590163934427,1.2503712
1858,48455,"Trinity, TX",127455.0,1.0074262531802245,14651,1.0867086870837108,4.8,0.7868852459016393,1.250284
479,13287,"Turner, GA",86427.73614081263,1.0051611278952668,7985,1.1841118728221012,3.8,0.5757575757575758,1.2498707
830,21229,"Washington, KY",138669.83751464792,0.9988438351639276,12095,1.1404896294196665,3.8,0.9047619047619048,1.2497722
1911,51085,"Hanover, VA",306553.9581242667,1.0333301371176526,107766,1.1388581002706537,2.3,0.6764705882352939,1.2496638
1676,45059,"Laurens, SC",157474.1523569607,1.0133627614371723,67493,0.8849272518909007,2.9,0.5686274509803921,1.2495011
1102,29063,"DeKalb, MO",136253.85234270414,1.0040813060179257,12547,1.1401330944458663,3.1,0.7045454545454545,1.2494466
1366,37147,"Pitt, NC",118202.66054842336,1.0201556688171314,180742,1.053338131278819,4.1,0.7321428571428571,1.2493451
204,6113,"Yolo, CA",500730.4925419093,1.0225992106739878,220500,1.1594583140799617,4.2,0.7118644067796609,1.2492341
1447,39109,"Miami, OH",138337.0154100022,1.0232800589174869,106987,1.1253373295282747,3.7,0.8409090909090908,1.2492273
815,21199,"Pulaski, KY",121277.123837995,1.0150906847046697,64979,1.1361329024067603,4.5,0.8333333333333333,1.2487648
1172,31131,"Otoe, NE",289566.71041948575,1.0038871473354232,16012,0.9800257230275888,3.1,0.911764705882353,1.2484275
10,1021,"Chilton, AL",151647.12356991525,1.0128117448593443,44428,1.179084112311464,2.7,0.490909090909091,1.2482831
771,21103,"Henry, KY",171861.38018663993,1.0184413287861565,16126,1.135303654621305,3.5,0.875,1.2482098
820,21209,"Scott, KY",173420.56818904524,1.0669911090313524,57004,1.1323485677578988,3.3,0.8918918918918918,1.2480879
1322,37053,"Currituck, NC",268599.21419624216,1.0828003120124805,27763,1.259168194078114,3.5,0.6862745098039216,1.2480708
1118,29129,"Mercer, MO",81615.0,0.9879814258399344,3617,1.4502359727320395,3.1,0.673913043478261,1.2480345
637,18173,"Warrick, IN",200028.0,1.0160148375131035,62998,1.1503877081859997,2.8,0.7,1.2479053
339,13003,"Atkinson, GA",92900.07305822217,0.9904172731683648,8165,1.2768521447483026,3.2,0.6037735849056605,1.2477071
604,18079,"Jennings, IN",130879.47668431676,1.0031467013888888,27735,1.196276978333081,3.2,0.6808510638297872,1.247414
1201,33011,"Hillsborough, NH",298366.3677347515,1.0138379366595922,417025,1.1125983852192889,2.7,0.9,1.2473264
1536,40117,"Pawnee, OK",100772.63694423974,0.9942322870499666,16376,1.1374175515093574,3.7,0.578125,1.2472795
426,13179,"Liberty, GA",149563.55469220574,0.99938184243489,61435,1.0662878361781674,3.9,0.6610169491525423,1.2472243
793,21151,"Madison, KY",167465.17788859244,1.0385895545726669,92987,1.0765110573206689,3.7,0.902439024390244,1.2470113
1812,48157,"Fort Bend, TX",242809.71962331163,1.0907439260374112,811688,1.1762106219160493,3.5,0.7,1.246784
944,26029,"Charlevoix, MI",166369.8913433908,0.998205421916762,26143,1.0854969971756268,4.6,0.8214285714285714,1.246577
845,22037,"East Feliciana, LA",199331.85001323486,0.9806282990826628,19135,1.204693288868876,4.5,0.7758620689655172,1.2465351
1842,48321,"Matagorda, TX",163258.53567154938,0.9880015099223468,36643,1.1090077308911799,5.7,0.7808219178082192,1.2464157
1554,41001,"Baker, OR",79915.0,1.0095798635025983,16124,1.133433706130876,4.5,0.7258064516129032,1.2461818
1781,47179,"Washington, TN",157851.41702323,1.0167233805119178,129375,1.1187071304610057,3.4,0.7083333333333334,1.2461376
1022,27037,"Dakota, MN",291657.19033880986,1.0274598555878869,429021,1.1482918408152358,2.8,0.8235294117647058,1.2459502
925,25019,"Nantucket, MA",1565720.5374926196,1.026936936936937,11399,1.2817059181849106,4.4,0.9565217391304348,1.2459297
778,21117,"Kenton, KY",173550.74379400752,1.012342236393836,166998,1.1432903897733615,3.4,0.8292682926829269,1.2459221
946,26037,"Clinton, MI",185507.43607337907,1.0254841078629682,79595,1.0878412976097305,2.9,0.7837837837837838,1.2458738
749,21059,"Daviess, KY",123479.04322163494,1.0147852687140115,101511,1.082376369377985,3.8,0.8636363636363635,1.2457594
889,23027,"Waldo, ME",182421.59657614265,1.0072535443455324,39715,1.1846412572912297,2.9,0.6904761904761905,1.245659
1923,51125,"Nelson, VA",203737.73482540424,1.0084430935494766,14930,1.120143897021323,2.6,0.7428571428571429,1.2456057
1189,31185,"York, NE",136128.90234089247,0.9955604075691412,13679,1.1077947398437604,2.6,0.9629629629629628,1.2453212
831,21231,"Wayne, KY",92793.40631423601,0.9809436510999614,20333,1.1379508004606087,5.5,0.7236842105263158,1.2453027
765,21091,"Hancock, KY",122836.12676315467,0.9998853605410982,8722,1.09144851786235,3.7,0.6981132075471699,1.2452993
735,21031,"Butler, KY",133567.89671549268,1.0152136213148353,12879,1.06348327521507,4.6,0.8518518518518517,1.2452931
738,21037,"Campbell, KY",168669.58598392544,1.0143837323997096,93584,1.1149844070154538,3.3,0.8684210526315791,1.2451377
1057,27131,"Rice, MN",250887.14173854658,1.0167607943159045,66972,1.163484632639041,3.0,0.8571428571428571,1.2451109
1817,48185,"Grimes, TX",272738.5608575642,1.0504109987633663,28880,1.0350518643117466,4.0,0.6060606060606061,1.2450145
1013,27013,"Blue Earth, MN",196886.84942432624,1.0195614497777108,67653,1.0728226686815423,2.7,0.84375,1.2449474
209,8009,"Baca, CO",69797.75808538162,1.0144475920679887,3581,1.3044342077501934,1.6,1.0,1.244705
84,5015,"Carroll, AR",125068.90277875187,1.0235141373341028,28380,1.1121696048577978,3.1,0.8611111111111112,1.2446108
1410,39035,"Cuyahoga, OH",146668.18464016434,0.9847928148601756,1235072,1.1249868356998387,4.3,0.7678571428571429,1.2446084
2016,54073,"Pleasants, WV",95361.36845348119,0.9959946595460614,7460,1.0694948296486817,6.9,0.8414634146341464,1.2443786
1643,44003,"Kent, RI",276884.52652314736,1.0035489368460275,164292,1.085102033408036,3.3,0.702127659574468,1.2443484
39,1087,"Macon, AL",216625.35472322386,0.9479538300104932,18068,1.129392690593407,4.3,0.5657894736842105,1.2443297
762,21085,"Grayson, KY",98782.72010090586,1.0128003679147664,26427,1.0985709363766365,4.8,0.7272727272727273,1.2440549
769,21099,"Hart, KY",92445.45397275637,1.0266436546033115,19035,1.1173443434932258,4.6,0.9787234042553191,1.2440374
1419,39053,"Gallia, OH",93888.16130346233,0.9904591532498508,29898,1.0487293735099938,5.4,0.7826086956521741,1.2439432
35,1079,"Lawrence, AL",101032.0,0.9908809101032292,32924,1.1677449723382591,3.2,0.463768115942029,1.2438707
2074,56023,"Lincoln, WY",235812.0,1.0397441275167785,19830,1.1246468460743575,3.4,0.7234042553191489,1.243808
215,8025,"Crowley, CO",98574.0,1.1468306527909178,6061,1.0828945133344658,4.1,1.2058823529411764,1.2437878
267,10001,"Kent, DE",229490.5061761055,1.0357736246863218,180786,1.1514115946993069,4.1,0.8367346938775508,1.2437291
1720,47057,"Grainger, TN",125390.02756056914,1.0097423684780256,23320,1.1863257001681649,4.0,0.7407407407407407,1.2437241
1616,42077,"Lehigh, PA",210005.95473626055,1.0193763145256116,369318,1.1035437199340439,4.6,0.8679245283018867,1.2436633
899,24017,"Charles, MD",322813.8127092219,1.037923098441116,163257,1.04624599119971,3.5,0.853658536585366,1.243475
1324,37057,"Davidson, NC",151204.87824533109,1.0203262920801122,167609,1.1506762258369154,3.6,0.75,1.2434512
1648,45003,"Aiken, SC",145427.7016363971,1.0221328930682172,170872,1.1254355850704822,2.8,0.5714285714285714,1.2431154
606,18085,"Kosciusko, IN",157738.1567714262,1.0091957526799775,79456,1.1026672791003185,2.7,0.7297297297297297,1.242977
595,18055,"Greene, IN",162428.90094509165,0.990505150800546,31922,1.1498622072105622,4.0,0.6153846153846154,1.2428287
374,13075,"Cook, GA",123381.70027038876,1.0062929728469876,17270,1.1886746175307354,3.4,0.6181818181818182,1.2426064
973,26093,"Livingston, MI",266373.08661053784,1.0182872175107534,191995,1.1639067852515956,3.4,0.8292682926829269,1.2425543
1340,37093,"Hoke, NC",110910.21373931553,1.042524678658387,55234,1.1986601224014712,4.8,0.7272727272727273,1.2424366
303,12067,"Lafayette, FL",133016.1543459314,0.9628444037955872,8422,1.0650627615062762,3.1,0.7045454545454545,1.2424202
826,21221,"Trigg, KY",100047.5470259278,1.0244021815130748,14651,1.12108592431341,4.6,0.8363636363636363,1.2424083
1275,36081,"Queens, NY",550368.4051508768,0.9770368861164456,2253858,1.169413746428439,3.4,0.7555555555555555,1.2423874
1507,40057,"Harmon, OK",38348.746065304214,0.978244837758112,2653,1.0458393351800557,2.7,0.7297297297297297,1.2421577
1748,47113,"Madison, TN",114024.05998804935,1.0051909148730995,97984,1.1167000851450162,3.5,0.7142857142857142,1.2421244
1685,45079,"Richland, SC",155017.88004531007,1.0164908780628537,415759,1.1235728949938182,2.7,0.5744680851063829,1.2420882
1903,51061,"Fauquier, VA",420285.9113772058,1.0351282610275416,71222,1.1026657523187435,2.3,0.6764705882352939,1.2418864
